149.9	149.9
149.8	149.8
149.7	149.7
149.6	149.6
149.5	149.5
149.4	149.4
149.3	149.3
149.2	149.2
149.1	149.1
149	149
148.9	148.9
148.8	148.8
148.7	148.7
148.6	148.6
148.5	148.5
148.4	148.4
148.3	148.3
148.2	148.2
148.1	148.1
148	148
147.9	147.9
147.8	147.8
147.7	147.7
147.6	147.6
147.5	147.5
147.4	147.4
147.3	147.3
147.2	147.2
147.1	147.1
147	147
146.9	146.9
146.8	146.8
146.7	146.7
146.6	146.6
146.5	146.5
146.4	146.4
146.3	146.3
146.2	146.2
146.1	146.1
146	146
145.9	145.9
145.8	145.8
145.7	145.7
145.6	145.6
145.5	145.5
145.4	145.4
145.3	145.3
145.2	145.2
145.1	145.1
145	145
144.9	144.9
144.8	144.8
144.7	144.7
144.6	144.6
144.5	144.5
144.4	144.4
144.3	144.3
144.2	144.2
144.1	144.1
144	144
143.9	143.9
143.8	143.8
143.7	143.7
143.6	143.6
143.5	143.5
143.4	143.4
143.3	143.3
143.2	143.2
143.1	143.1
143	143
142.9	142.9
142.8	142.8
142.7	142.7
142.6	142.6
142.5	142.5
142.4	142.4
142.3	142.3
142.2	142.2
142.1	142.1
142	142
141.9	141.9
141.8	141.8
141.7	141.7
141.6	141.6
141.5	141.5
141.4	141.4
141.3	141.3
141.2	141.2
141.1	141.1
141	141
140.9	140.9
140.8	140.8
140.7	140.7
140.6	140.6
140.5	140.5
140.4	140.4
140.3	140.3
140.2	140.2
140.1	140.1
140	140
139.9	139.9
139.8	139.8
139.7	139.7
139.6	139.6
139.5	139.5
139.4	139.4
139.3	139.3
139.2	139.2
139.1	139.1
139	139
138.9	138.9
138.8	138.8
138.7	138.7
138.6	138.6
138.5	138.5
138.4	138.4
138.3	138.3
138.2	138.2
138.1	138.1
138	138
137.9	137.9
137.8	137.8
137.7	137.7
137.6	137.6
137.5	137.5
137.4	137.4
137.3	137.3
137.2	137.2
137.1	137.1
137	137
136.9	136.9
136.8	136.8
136.7	136.7
136.6	136.6
136.5	136.5
136.4	136.4
136.3	136.3
136.2	136.2
136.1	136.1
136	136
135.9	135.9
135.8	135.8
135.7	135.7
135.6	135.6
135.5	135.5
135.4	135.4
135.3	135.3
135.2	135.2
135.1	135.1
135	135
134.9	134.9
134.8	134.8
134.7	134.7
134.6	134.6
134.5	134.5
134.4	134.4
134.3	134.3
134.2	134.2
134.1	134.1
134	134
133.9	133.9
133.8	133.8
133.7	133.7
133.6	133.6
133.5	133.5
133.4	133.4
133.3	133.3
133.2	133.2
133.1	133.1
133	133
132.9	132.9
132.8	132.8
132.7	132.7
132.6	132.6
132.5	132.5
132.4	132.4
132.3	132.3
132.2	132.2
132.1	132.1
132	132
131.9	131.9
131.8	131.8
131.7	131.7
131.6	131.6
131.5	131.5
131.4	131.4
131.3	131.3
131.2	131.2
131.1	131.1
131	131
130.9	130.9
130.8	130.8
130.7	130.7
130.6	130.6
130.5	130.5
130.4	130.4
130.3	130.3
130.2	130.2
130.1	130.1
130	130
129.9	129.9
129.8	129.8
129.7	129.7
129.6	129.6
129.5	129.5
129.4	129.4
129.3	129.3
129.2	129.2
129.1	129.1
129	129
128.9	128.9
128.8	128.8
128.7	128.7
128.6	128.6
128.5	128.5
128.4	128.4
128.3	128.3
128.2	128.2
128.1	128.1
128	128
127.9	127.9
127.8	127.8
127.7	127.7
127.6	127.6
127.5	127.5
127.4	127.4
127.3	127.3
127.2	127.2
127.1	127.1
127	127
126.9	126.9
126.8	126.8
126.7	126.7
126.6	126.6
126.5	126.5
126.4	126.4
126.3	126.3
126.2	126.2
126.1	126.1
126	126
125.9	125.9
125.8	125.8
125.7	125.7
125.6	125.6
125.5	125.5
125.4	125.4
125.3	125.3
125.2	125.2
125.1	125.1
125	125
124.9	124.9
124.8	124.8
124.7	124.7
124.6	124.6
124.5	124.5
124.4	124.4
124.3	124.3
124.2	124.2
124.1	124.1
124	124
123.9	123.9
123.8	123.8
123.7	123.7
123.6	123.6
123.5	123.5
123.4	123.4
123.3	123.3
123.2	123.2
123.1	123.1
123	123
122.9	122.9
122.8	122.8
122.7	122.7
122.6	122.6
122.5	122.5
122.4	122.4
122.3	122.3
122.2	122.2
122.1	122.1
122	122
121.9	121.9
121.8	121.8
121.7	121.7
121.6	121.6
121.5	121.5
121.4	121.4
121.3	121.3
121.2	121.2
121.1	121.1
121	121
120.9	120.9
120.8	120.8
120.7	120.7
120.6	120.6
120.5	120.5
120.4	120.4
120.3	120.3
120.2	120.2
120.1	120.1
120	120
119.9	119.9
119.8	119.8
119.7	119.7
119.6	119.6
119.5	119.5
119.4	119.4
119.3	119.3
119.2	119.2
119.1	119.1
119	119
118.9	118.9
118.8	118.8
118.7	118.7
118.6	118.6
118.5	118.5
118.4	118.4
118.3	118.3
118.2	118.2
118.1	118.1
118	118
117.9	117.9
117.8	117.8
117.7	117.7
117.6	117.6
117.5	117.5
117.4	117.4
117.3	117.3
117.2	117.2
117.1	117.1
117	117
116.9	116.9
116.8	116.8
116.7	116.7
116.6	116.6
116.5	116.5
116.4	116.4
116.3	116.3
116.2	116.2
116.1	116.1
116	116
115.9	115.9
115.8	115.8
115.7	115.7
115.6	115.6
115.5	115.5
115.4	115.4
115.3	115.3
115.2	115.2
115.1	115.1
115	115
114.9	114.9
114.8	114.8
114.7	114.7
114.6	114.6
114.5	114.5
114.4	114.4
114.3	114.3
114.2	114.2
114.1	114.1
114	114
113.9	113.9
